State,State Code,Year,Month,Month Code,Births
Rhode Island,44,2014,May,5,900
Rhode Island,44,2014,June,6,950
Rhode Island,44,2014,July,7,967
Rhode Island,44,2014,August,8,967
Rhode Island,44,2014,September,9,918
Rhode Island,44,2014,October,10,914
Rhode Island,44,2014,November,11,895
Rhode Island,44,2014,December,12,887
Rhode Island,44,2015,January,1,901
Rhode Island,44,2015,February,2,801
Rhode Island,44,2015,March,3,881
Rhode Island,44,2015,April,4,910
Rhode Island,44,2015,May,5,874
Rhode Island,44,2015,June,6,959
Rhode Island,44,2015,July,7,1028
Rhode Island,44,2015,August,8,1003
Rhode Island,44,2015,September,9,906
Rhode Island,44,2015,October,10,991
Rhode Island,44,2015,November,11,887
Rhode Island,44,2015,December,12,852
Rhode Island,44,2016,January,1,888
Rhode Island,44,2016,February,2,814
Rhode Island,44,2016,March,3,936
Rhode Island,44,2016,April,4,856
Rhode Island,44,2016,May,5,915
Rhode Island,44,2016,June,6,897
Rhode Island,44,2016,July,7,985
Rhode Island,44,2016,August,8,1019
Rhode Island,44,2016,September,9,911
Rhode Island,44,2016,October,10,876
Rhode Island,44,2016,November,11,861
Rhode Island,44,2016,December,12,840
Rhode Island,44,2017,January,1,801
Rhode Island,44,2017,February,2,807
Rhode Island,44,2017,March,3,859
Rhode Island,44,2017,April,4,848
Rhode Island,44,2017,May,5,862
Rhode Island,44,2017,June,6,911
Rhode Island,44,2017,July,7,964
Rhode Island,44,2017,August,8,996
Rhode Island,44,2017,September,9,943
Rhode Island,44,2017,October,10,915
Rhode Island,44,2017,November,11,863
Rhode Island,44,2017,December,12,869
Rhode Island,44,2018,January,1,836
Rhode Island,44,2018,February,2,815
Rhode Island,44,2018,March,3,887
Rhode Island,44,2018,April,4,884
Rhode Island,44,2018,May,5,926
Rhode Island,44,2018,June,6,836
Rhode Island,44,2018,July,7,917
Rhode Island,44,2018,August,8,970
Rhode Island,44,2018,September,9,900
Rhode Island,44,2018,October,10,908
Rhode Island,44,2018,November,11,813
Rhode Island,44,2018,December,12,814
Rhode Island,44,2019,January,1,865
Rhode Island,44,2019,February,2,761
Rhode Island,44,2019,March,3,813
Rhode Island,44,2019,April,4,807
Rhode Island,44,2019,May,5,889
Rhode Island,44,2019,June,6,858
Rhode Island,44,2019,July,7,874
Rhode Island,44,2019,August,8,891
Rhode Island,44,2019,September,9,923
Rhode Island,44,2019,October,10,884
Rhode Island,44,2019,November,11,798
Rhode Island,44,2019,December,12,812
Rhode Island,44,2020,January,1,824
Rhode Island,44,2020,February,2,823
Rhode Island,44,2020,March,3,866
Rhode Island,44,2020,April,4,822
Rhode Island,44,2020,May,5,874
Rhode Island,44,2020,June,6,855
Rhode Island,44,2020,July,7,913
Rhode Island,44,2020,August,8,945
Rhode Island,44,2020,September,9,821
Rhode Island,44,2020,October,10,845
Rhode Island,44,2020,November,11,757
Rhode Island,44,2020,December,12,756
South Carolina,45,2010,January,1,4919
South Carolina,45,2010,February,2,4429
South Carolina,45,2010,March,3,4912
South Carolina,45,2010,April,4,4642
South Carolina,45,2010,May,5,4680
South Carolina,45,2010,June,6,4838
South Carolina,45,2010,July,7,4976
South Carolina,45,2010,August,8,5051
South Carolina,45,2010,September,9,5189
South Carolina,45,2010,October,10,4960
South Carolina,45,2010,November,11,4708
South Carolina,45,2010,December,12,5038
South Carolina,45,2011,January,1,4704
South Carolina,45,2011,February,2,4342
South Carolina,45,2011,March,3,4828
South Carolina,45,2011,April,4,4406
South Carolina,45,2011,May,5,4481
South Carolina,45,2011,June,6,4786
South Carolina,45,2011,July,7,4944
South Carolina,45,2011,August,8,5275
South Carolina,45,2011,September,9,5031
South Carolina,45,2011,October,10,4751
South Carolina,45,2011,November,11,4843
South Carolina,45,2011,December,12,5002
South Carolina,45,2012,January,1,4775
South Carolina,45,2012,February,2,4543
South Carolina,45,2012,March,3,4676
South Carolina,45,2012,April,4,4297
South Carolina,45,2012,May,5,4722
South Carolina,45,2012,June,6,4668
South Carolina,45,2012,July,7,4992
South Carolina,45,2012,August,8,5129
South Carolina,45,2012,September,9,4911
South Carolina,45,2012,October,10,4914
South Carolina,45,2012,November,11,4785
South Carolina,45,2012,December,12,4743
South Carolina,45,2013,January,1,4691
South Carolina,45,2013,February,2,4174
South Carolina,45,2013,March,3,4692
South Carolina,45,2013,April,4,4391
South Carolina,45,2013,May,5,4649
South Carolina,45,2013,June,6,4501
South Carolina,45,2013,July,7,5066
South Carolina,45,2013,August,8,5149
South Carolina,45,2013,September,9,4864
South Carolina,45,2013,October,10,4995
South Carolina,45,2013,November,11,4607
South Carolina,45,2013,December,12,5016
South Carolina,45,2014,January,1,4670
South Carolina,45,2014,February,2,4367
South Carolina,45,2014,March,3,4600
South Carolina,45,2014,April,4,4504
South Carolina,45,2014,May,5,4766
South Carolina,45,2014,June,6,4675
South Carolina,45,2014,July,7,5096
South Carolina,45,2014,August,8,5107
South Carolina,45,2014,September,9,5099
South Carolina,45,2014,October,10,5004
South Carolina,45,2014,November,11,4647
South Carolina,45,2014,December,12,5092
South Carolina,45,2015,January,1,5008
South Carolina,45,2015,February,2,4404
South Carolina,45,2015,March,3,4734
South Carolina,45,2015,April,4,4638
South Carolina,45,2015,May,5,4667
South Carolina,45,2015,June,6,4771
South Carolina,45,2015,July,7,5087
South Carolina,45,2015,August,8,5134
South Carolina,45,2015,September,9,5000
South Carolina,45,2015,October,10,4915
South Carolina,45,2015,November,11,4629
South Carolina,45,2015,December,12,5152
South Carolina,45,2016,January,1,4749
South Carolina,45,2016,February,2,4473
South Carolina,45,2016,March,3,4801
South Carolina,45,2016,April,4,4391
South Carolina,45,2016,May,5,4662
South Carolina,45,2016,June,6,4859
South Carolina,45,2016,July,7,4879
South Carolina,45,2016,August,8,5208
South Carolina,45,2016,September,9,4961
South Carolina,45,2016,October,10,4721
South Carolina,45,2016,November,11,4762
South Carolina,45,2016,December,12,4876
South Carolina,45,2017,January,1,4681
South Carolina,45,2017,February,2,4310
South Carolina,45,2017,March,3,4782
South Carolina,45,2017,April,4,4279
South Carolina,45,2017,May,5,4639
South Carolina,45,2017,June,6,4690
South Carolina,45,2017,July,7,4898
South Carolina,45,2017,August,8,5353
South Carolina,45,2017,September,9,5079
South Carolina,45,2017,October,10,4869
South Carolina,45,2017,November,11,4738
South Carolina,45,2017,December,12,4711
South Carolina,45,2018,January,1,4745
South Carolina,45,2018,February,2,4165
South Carolina,45,2018,March,3,4660
South Carolina,45,2018,April,4,4489
South Carolina,45,2018,May,5,4744
South Carolina,45,2018,June,6,4494
South Carolina,45,2018,July,7,4822
South Carolina,45,2018,August,8,5156
South Carolina,45,2018,September,9,4910
South Carolina,45,2018,October,10,4889
South Carolina,45,2018,November,11,4719
South Carolina,45,2018,December,12,4876
South Carolina,45,2019,January,1,4930
South Carolina,45,2019,February,2,4257
South Carolina,45,2019,March,3,4605
South Carolina,45,2019,April,4,4450
South Carolina,45,2019,May,5,4843
South Carolina,45,2019,June,6,4430
South Carolina,45,2019,July,7,5042
South Carolina,45,2019,August,8,5310
South Carolina,45,2019,September,9,4902
South Carolina,45,2019,October,10,4985
South Carolina,45,2019,November,11,4492
South Carolina,45,2019,December,12,4792
South Carolina,45,2020,January,1,4707
South Carolina,45,2020,February,2,4269
South Carolina,45,2020,March,3,4680
South Carolina,45,2020,April,4,4383
South Carolina,45,2020,May,5,4535
South Carolina,45,2020,June,6,4578
South Carolina,45,2020,July,7,4809
South Carolina,45,2020,August,8,4953
South Carolina,45,2020,September,9,4903
South Carolina,45,2020,October,10,4725
South Carolina,45,2020,November,11,4358
South Carolina,45,2020,December,12,4804
South Dakota,46,2010,January,1,927
South Dakota,46,2010,February,2,914
South Dakota,46,2010,March,3,1015
South Dakota,46,2010,April,4,1056
South Dakota,46,2010,May,5,1015
South Dakota,46,2010,June,6,973
South Dakota,46,2010,July,7,1011
South Dakota,46,2010,August,8,1015
South Dakota,46,2010,September,9,995
South Dakota,46,2010,October,10,978
South Dakota,46,2010,November,11,941
South Dakota,46,2010,December,12,971
South Dakota,46,2011,January,1,910
South Dakota,46,2011,February,2,919
South Dakota,46,2011,March,3,1003
South Dakota,46,2011,April,4,952
South Dakota,46,2011,May,5,1011
South Dakota,46,2011,June,6,1093
South Dakota,46,2011,July,7,1000
South Dakota,46,2011,August,8,1049
South Dakota,46,2011,September,9,1026
South Dakota,46,2011,October,10,987
South Dakota,46,2011,November,11,937
South Dakota,46,2011,December,12,959
South Dakota,46,2012,January,1,939
South Dakota,46,2012,February,2,890
South Dakota,46,2012,March,3,1020
South Dakota,46,2012,April,4,960
South Dakota,46,2012,May,5,1076
South Dakota,46,2012,June,6,1065
South Dakota,46,2012,July,7,1070
South Dakota,46,2012,August,8,1099
South Dakota,46,2012,September,9,1054
South Dakota,46,2012,October,10,966
South Dakota,46,2012,November,11,990
South Dakota,46,2012,December,12,975
South Dakota,46,2013,January,1,937
South Dakota,46,2013,February,2,919
South Dakota,46,2013,March,3,1052
South Dakota,46,2013,April,4,985
South Dakota,46,2013,May,5,1028
South Dakota,46,2013,June,6,982
South Dakota,46,2013,July,7,1142
South Dakota,46,2013,August,8,1122
South Dakota,46,2013,September,9,1031
South Dakota,46,2013,October,10,1011
South Dakota,46,2013,November,11,993
South Dakota,46,2013,December,12,1046
South Dakota,46,2014,January,1,1024
South Dakota,46,2014,February,2,925
South Dakota,46,2014,March,3,1047
South Dakota,46,2014,April,4,1070
South Dakota,46,2014,May,5,1012
South Dakota,46,2014,June,6,1029
South Dakota,46,2014,July,7,1112
South Dakota,46,2014,August,8,1067
South Dakota,46,2014,September,9,1042
South Dakota,46,2014,October,10,989
South Dakota,46,2014,November,11,967
South Dakota,46,2014,December,12,999
South Dakota,46,2015,January,1,990
South Dakota,46,2015,February,2,893
South Dakota,46,2015,March,3,1042
South Dakota,46,2015,April,4,1037
South Dakota,46,2015,May,5,1035
South Dakota,46,2015,June,6,1097
South Dakota,46,2015,July,7,1108
South Dakota,46,2015,August,8,1067
South Dakota,46,2015,September,9,1063
South Dakota,46,2015,October,10,1086
South Dakota,46,2015,November,11,966
South Dakota,46,2015,December,12,952
South Dakota,46,2016,January,1,988
South Dakota,46,2016,February,2,926
South Dakota,46,2016,March,3,1041
South Dakota,46,2016,April,4,992
South Dakota,46,2016,May,5,1025
South Dakota,46,2016,June,6,1018
South Dakota,46,2016,July,7,1074
South Dakota,46,2016,August,8,1089
South Dakota,46,2016,September,9,1092
South Dakota,46,2016,October,10,996
South Dakota,46,2016,November,11,1006
South Dakota,46,2016,December,12,1028
South Dakota,46,2017,January,1,948
South Dakota,46,2017,February,2,923
South Dakota,46,2017,March,3,1016
South Dakota,46,2017,April,4,960
South Dakota,46,2017,May,5,1073
South Dakota,46,2017,June,6,1059
South Dakota,46,2017,July,7,1089
South Dakota,46,2017,August,8,1120
South Dakota,46,2017,September,9,1021
South Dakota,46,2017,October,10,1038
South Dakota,46,2017,November,11,945
South Dakota,46,2017,December,12,942
South Dakota,46,2018,January,1,999
South Dakota,46,2018,February,2,859
South Dakota,46,2018,March,3,1048
South Dakota,46,2018,April,4,1000
South Dakota,46,2018,May,5,1061
South Dakota,46,2018,June,6,1032
South Dakota,46,2018,July,7,1020
South Dakota,46,2018,August,8,1010
South Dakota,46,2018,September,9,993
South Dakota,46,2018,October,10,1016
South Dakota,46,2018,November,11,908
South Dakota,46,2018,December,12,947
South Dakota,46,2019,January,1,903
South Dakota,46,2019,February,2,889
South Dakota,46,2019,March,3,927
South Dakota,46,2019,April,4,947
South Dakota,46,2019,May,5,996
South Dakota,46,2019,June,6,1024
South Dakota,46,2019,July,7,982
South Dakota,46,2019,August,8,1051
South Dakota,46,2019,September,9,972
South Dakota,46,2019,October,10,971
South Dakota,46,2019,November,11,856
South Dakota,46,2019,December,12,931
South Dakota,46,2020,January,1,910
South Dakota,46,2020,February,2,862
South Dakota,46,2020,March,3,910
South Dakota,46,2020,April,4,939
South Dakota,46,2020,May,5,947
South Dakota,46,2020,June,6,952
South Dakota,46,2020,July,7,1007
South Dakota,46,2020,August,8,911
South Dakota,46,2020,September,9,969
South Dakota,46,2020,October,10,859
South Dakota,46,2020,November,11,821
South Dakota,46,2020,December,12,873
Tennessee,47,2010,January,1,6447
Tennessee,47,2010,February,2,6098
Tennessee,47,2010,March,3,6756
Tennessee,47,2010,April,4,6602
Tennessee,47,2010,May,5,6425
Tennessee,47,2010,June,6,6648
Tennessee,47,2010,July,7,6798
Tennessee,47,2010,August,8,6787
Tennessee,47,2010,September,9,6985
Tennessee,47,2010,October,10,6668
Tennessee,47,2010,November,11,6442
Tennessee,47,2010,December,12,6839
Tennessee,47,2011,January,1,6410
Tennessee,47,2011,February,2,5985
Tennessee,47,2011,March,3,6540
Tennessee,47,2011,April,4,6020
Tennessee,47,2011,May,5,6428
Tennessee,47,2011,June,6,6728
Tennessee,47,2011,July,7,7005
Tennessee,47,2011,August,8,7412
Tennessee,47,2011,September,9,6943
Tennessee,47,2011,October,10,6491
Tennessee,47,2011,November,11,6751
Tennessee,47,2011,December,12,6875
Tennessee,47,2012,January,1,6539
Tennessee,47,2012,February,2,6316
Tennessee,47,2012,March,3,6645
Tennessee,47,2012,April,4,6006
Tennessee,47,2012,May,5,6585
Tennessee,47,2012,June,6,6759
Tennessee,47,2012,July,7,7153
Tennessee,47,2012,August,8,7409
Tennessee,47,2012,September,9,6709
Tennessee,47,2012,October,10,7043
Tennessee,47,2012,November,11,6571
Tennessee,47,2012,December,12,6636
Tennessee,47,2013,January,1,6691
Tennessee,47,2013,February,2,5982
Tennessee,47,2013,March,3,6579
Tennessee,47,2013,April,4,6412
Tennessee,47,2013,May,5,6652
Tennessee,47,2013,June,6,6442
Tennessee,47,2013,July,7,7157
Tennessee,47,2013,August,8,7194
Tennessee,47,2013,September,9,6786
Tennessee,47,2013,October,10,6784
Tennessee,47,2013,November,11,6455
Tennessee,47,2013,December,12,6858
Tennessee,47,2014,January,1,6649
Tennessee,47,2014,February,2,6292
Tennessee,47,2014,March,3,6527
Tennessee,47,2014,April,4,6504
Tennessee,47,2014,May,5,6644
Tennessee,47,2014,June,6,6606
Tennessee,47,2014,July,7,7330
Tennessee,47,2014,August,8,7226
Tennessee,47,2014,September,9,7180
Tennessee,47,2014,October,10,7052
Tennessee,47,2014,November,11,6500
Tennessee,47,2014,December,12,7092
Tennessee,47,2015,January,1,6751
Tennessee,47,2015,February,2,6188
Tennessee,47,2015,March,3,6770
Tennessee,47,2015,April,4,6509
Tennessee,47,2015,May,5,6559
Tennessee,47,2015,June,6,6729
Tennessee,47,2015,July,7,7293
Tennessee,47,2015,August,8,7129
Tennessee,47,2015,September,9,7231
Tennessee,47,2015,October,10,6865
Tennessee,47,2015,November,11,6713
Tennessee,47,2015,December,12,6948
Tennessee,47,2016,January,1,6485
Tennessee,47,2016,February,2,6267
Tennessee,47,2016,March,3,6651
Tennessee,47,2016,April,4,6401
Tennessee,47,2016,May,5,6613
Tennessee,47,2016,June,6,6892
Tennessee,47,2016,July,7,6989
Tennessee,47,2016,August,8,7306
Tennessee,47,2016,September,9,7048
Tennessee,47,2016,October,10,6879
Tennessee,47,2016,November,11,6578
Tennessee,47,2016,December,12,6698
Tennessee,47,2017,January,1,6650
Tennessee,47,2017,February,2,6204
Tennessee,47,2017,March,3,6610
Tennessee,47,2017,April,4,6057
Tennessee,47,2017,May,5,6623
Tennessee,47,2017,June,6,6661
Tennessee,47,2017,July,7,7059
Tennessee,47,2017,August,8,7563
Tennessee,47,2017,September,9,7123
Tennessee,47,2017,October,10,7111
Tennessee,47,2017,November,11,6695
Tennessee,47,2017,December,12,6660
Tennessee,47,2018,January,1,6697
Tennessee,47,2018,February,2,6072
Tennessee,47,2018,March,3,6807
Tennessee,47,2018,April,4,6337
Tennessee,47,2018,May,5,6800
Tennessee,47,2018,June,6,6567
Tennessee,47,2018,July,7,7016
Tennessee,47,2018,August,8,7335
Tennessee,47,2018,September,9,6845
Tennessee,47,2018,October,10,7008
Tennessee,47,2018,November,11,6629
Tennessee,47,2018,December,12,6638
Tennessee,47,2019,January,1,6801
Tennessee,47,2019,February,2,5961
Tennessee,47,2019,March,3,6327
Tennessee,47,2019,April,4,6391
Tennessee,47,2019,May,5,6887
Tennessee,47,2019,June,6,6348
Tennessee,47,2019,July,7,7068
Tennessee,47,2019,August,8,7360
Tennessee,47,2019,September,9,7047
Tennessee,47,2019,October,10,7077
Tennessee,47,2019,November,11,6330
Tennessee,47,2019,December,12,6853
Tennessee,47,2020,January,1,6582
Tennessee,47,2020,February,2,6006
Tennessee,47,2020,March,3,6392
Tennessee,47,2020,April,4,6189
Tennessee,47,2020,May,5,6480
Tennessee,47,2020,June,6,6599
Tennessee,47,2020,July,7,6924
Tennessee,47,2020,August,8,6968
Tennessee,47,2020,September,9,6881
Tennessee,47,2020,October,10,6605
Tennessee,47,2020,November,11,6269
Tennessee,47,2020,December,12,6794
Texas,48,2010,January,1,31357
Texas,48,2010,February,2,28944
Texas,48,2010,March,3,31993
Texas,48,2010,April,4,30448
Texas,48,2010,May,5,30586
Texas,48,2010,June,6,31746
Texas,48,2010,July,7,32998
Texas,48,2010,August,8,34355
Texas,48,2010,September,9,34584
Texas,48,2010,October,10,32916
Texas,48,2010,November,11,32451
Texas,48,2010,December,12,33740
Texas,48,2011,January,1,31091
Texas,48,2011,February,2,28312
Texas,48,2011,March,3,31043
Texas,48,2011,April,4,28998
Texas,48,2011,May,5,30064
Texas,48,2011,June,6,31181
Texas,48,2011,July,7,32550
Texas,48,2011,August,8,34947
Texas,48,2011,September,9,33410
Texas,48,2011,October,10,31816
Texas,48,2011,November,11,31677
Texas,48,2011,December,12,32356
Texas,48,2012,January,1,30673
Texas,48,2012,February,2,29399
Texas,48,2012,March,3,30312
Texas,48,2012,April,4,28858
Texas,48,2012,May,5,31068
Texas,48,2012,June,6,31043
Texas,48,2012,July,7,34046
Texas,48,2012,August,8,35593
Texas,48,2012,September,9,33560
Texas,48,2012,October,10,34374
Texas,48,2012,November,11,31913
Texas,48,2012,December,12,31888
Texas,48,2013,January,1,32060
Texas,48,2013,February,2,28402
Texas,48,2013,March,3,30285
Texas,48,2013,April,4,30280
Texas,48,2013,May,5,31560
Texas,48,2013,June,6,30471
Texas,48,2013,July,7,34421
Texas,48,2013,August,8,35014
Texas,48,2013,September,9,33860
Texas,48,2013,October,10,34238
Texas,48,2013,November,11,32145
Texas,48,2013,December,12,34604
Texas,48,2014,January,1,33190
Texas,48,2014,February,2,29746
Texas,48,2014,March,3,31658
Texas,48,2014,April,4,31069
Texas,48,2014,May,5,32297
Texas,48,2014,June,6,32104
Texas,48,2014,July,7,35537
Texas,48,2014,August,8,35276
Texas,48,2014,September,9,35398
Texas,48,2014,October,10,35290
Texas,48,2014,November,11,32765
Texas,48,2014,December,12,35436
Texas,48,2015,January,1,33389
Texas,48,2015,February,2,29886
Texas,48,2015,March,3,32769
Texas,48,2015,April,4,31749
Texas,48,2015,May,5,31799
Texas,48,2015,June,6,33001
Texas,48,2015,July,7,35673
Texas,48,2015,August,8,35685
Texas,48,2015,September,9,35962
Texas,48,2015,October,10,35496
Texas,48,2015,November,11,33252
Texas,48,2015,December,12,34957
Texas,48,2016,January,1,32147
Texas,48,2016,February,2,30502
Texas,48,2016,March,3,32876
Texas,48,2016,April,4,30713
Texas,48,2016,May,5,32164
Texas,48,2016,June,6,33164
Texas,48,2016,July,7,34136
Texas,48,2016,August,8,36329
Texas,48,2016,September,9,35356
Texas,48,2016,October,10,33970
Texas,48,2016,November,11,33166
Texas,48,2016,December,12,33524
Texas,48,2017,January,1,31612
Texas,48,2017,February,2,28586
Texas,48,2017,March,3,31048
Texas,48,2017,April,4,28879
Texas,48,2017,May,5,31172
Texas,48,2017,June,6,31570
Texas,48,2017,July,7,32582
Texas,48,2017,August,8,35028
Texas,48,2017,September,9,34122
Texas,48,2017,October,10,33358
Texas,48,2017,November,11,32146
Texas,48,2017,December,12,31947
Texas,48,2018,January,1,31911
Texas,48,2018,February,2,28552
Texas,48,2018,March,3,30737
Texas,48,2018,April,4,28814
Texas,48,2018,May,5,31014
Texas,48,2018,June,6,31240
Texas,48,2018,July,7,32772
Texas,48,2018,August,8,34415
Texas,48,2018,September,9,32903
Texas,48,2018,October,10,33292
Texas,48,2018,November,11,31561
Texas,48,2018,December,12,31413
Texas,48,2019,January,1,31581
Texas,48,2019,February,2,27908
Texas,48,2019,March,3,29472
Texas,48,2019,April,4,29527
Texas,48,2019,May,5,31399
Texas,48,2019,June,6,30086
Texas,48,2019,July,7,33653
Texas,48,2019,August,8,34444
Texas,48,2019,September,9,33262
Texas,48,2019,October,10,33432
Texas,48,2019,November,11,30458
Texas,48,2019,December,12,32377
Texas,48,2020,January,1,31514
Texas,48,2020,February,2,28462
Texas,48,2020,March,3,30309
Texas,48,2020,April,4,29011
Texas,48,2020,May,5,29461
Texas,48,2020,June,6,29663
Texas,48,2020,July,7,32483
Texas,48,2020,August,8,32708
Texas,48,2020,September,9,32451
Texas,48,2020,October,10,31956
Texas,48,2020,November,11,29808
Texas,48,2020,December,12,30364
Utah,49,2010,January,1,3953
Utah,49,2010,February,2,3857
Utah,49,2010,March,3,4631
Utah,49,2010,April,4,4382
Utah,49,2010,May,5,4628
Utah,49,2010,June,6,4738
Utah,49,2010,July,7,4624
Utah,49,2010,August,8,4692
Utah,49,2010,September,9,4378
Utah,49,2010,October,10,4314
Utah,49,2010,November,11,3919
Utah,49,2010,December,12,4142
Utah,49,2011,January,1,3943
Utah,49,2011,February,2,3829
Utah,49,2011,March,3,4465
Utah,49,2011,April,4,4417
Utah,49,2011,May,5,4629
Utah,49,2011,June,6,4572
Utah,49,2011,July,7,4553
Utah,49,2011,August,8,4735
Utah,49,2011,September,9,4297
Utah,49,2011,October,10,4138
Utah,49,2011,November,11,3771
Utah,49,2011,December,12,3874
Utah,49,2012,January,1,3762
Utah,49,2012,February,2,3791
Utah,49,2012,March,3,4442
Utah,49,2012,April,4,4109
Utah,49,2012,May,5,4585
Utah,49,2012,June,6,4381
Utah,49,2012,July,7,4675
Utah,49,2012,August,8,4727
Utah,49,2012,September,9,4398
Utah,49,2012,October,10,4437
Utah,49,2012,November,11,4130
Utah,49,2012,December,12,4028
Utah,49,2013,January,1,3938
Utah,49,2013,February,2,3886
Utah,49,2013,March,3,4327
Utah,49,2013,April,4,4366
Utah,49,2013,May,5,4524
Utah,49,2013,June,6,4408
Utah,49,2013,July,7,4674
Utah,49,2013,August,8,4467
Utah,49,2013,September,9,4232
Utah,49,2013,October,10,4302
Utah,49,2013,November,11,3932
Utah,49,2013,December,12,3901
Utah,49,2014,January,1,3987
Utah,49,2014,February,2,3741
Utah,49,2014,March,3,4382
Utah,49,2014,April,4,4296
Utah,49,2014,May,5,4532
Utah,49,2014,June,6,4382
Utah,49,2014,July,7,4650
Utah,49,2014,August,8,4608
Utah,49,2014,September,9,4327
Utah,49,2014,October,10,4410
Utah,49,2014,November,11,3760
Utah,49,2014,December,12,4079
Utah,49,2015,January,1,3931
Utah,49,2015,February,2,3710
Utah,49,2015,March,3,4271
Utah,49,2015,April,4,4237
Utah,49,2015,May,5,4534
Utah,49,2015,June,6,4491
Utah,49,2015,July,7,4534
Utah,49,2015,August,8,4539
Utah,49,2015,September,9,4270
Utah,49,2015,October,10,4277
Utah,49,2015,November,11,3996
Utah,49,2015,December,12,3988
Utah,49,2016,January,1,3809
Utah,49,2016,February,2,3842
Utah,49,2016,March,3,4401
Utah,49,2016,April,4,4306
Utah,49,2016,May,5,4438
Utah,49,2016,June,6,4446
Utah,49,2016,July,7,4412
Utah,49,2016,August,8,4695
Utah,49,2016,September,9,4320
Utah,49,2016,October,10,4135
Utah,49,2016,November,11,3822
Utah,49,2016,December,12,3838
Utah,49,2017,January,1,3753
Utah,49,2017,February,2,3617
Utah,49,2017,March,3,4162
Utah,49,2017,April,4,4010
Utah,49,2017,May,5,4363
Utah,49,2017,June,6,4367
Utah,49,2017,July,7,4307
Utah,49,2017,August,8,4416
Utah,49,2017,September,9,4094
Utah,49,2017,October,10,3946
Utah,49,2017,November,11,3835
Utah,49,2017,December,12,3715
Utah,49,2018,January,1,3706
Utah,49,2018,February,2,3528
Utah,49,2018,March,3,3951
Utah,49,2018,April,4,3920
Utah,49,2018,May,5,4120
Utah,49,2018,June,6,4050
Utah,49,2018,July,7,4246
Utah,49,2018,August,8,4322
Utah,49,2018,September,9,3908
Utah,49,2018,October,10,4145
Utah,49,2018,November,11,3686
Utah,49,2018,December,12,3627
Utah,49,2019,January,1,3765
Utah,49,2019,February,2,3529
Utah,49,2019,March,3,3922
Utah,49,2019,April,4,3815
Utah,49,2019,May,5,4178
Utah,49,2019,June,6,3966
Utah,49,2019,July,7,4416
Utah,49,2019,August,8,4130
Utah,49,2019,September,9,3985
Utah,49,2019,October,10,4068
Utah,49,2019,November,11,3508
Utah,49,2019,December,12,3544
Utah,49,2020,January,1,3682
Utah,49,2020,February,2,3531
Utah,49,2020,March,3,3995
Utah,49,2020,April,4,3882
Utah,49,2020,May,5,3880
Utah,49,2020,June,6,4114
Utah,49,2020,July,7,4218
Utah,49,2020,August,8,4022
Utah,49,2020,September,9,3805
Utah,49,2020,October,10,3779
Utah,49,2020,November,11,3367
Utah,49,2020,December,12,3427
Vermont,50,2010,January,1,484
Vermont,50,2010,February,2,420
Vermont,50,2010,March,3,530
Vermont,50,2010,April,4,542
Vermont,50,2010,May,5,548
Vermont,50,2010,June,6,567
Vermont,50,2010,July,7,545
Vermont,50,2010,August,8,536
Vermont,50,2010,September,9,538
Vermont,50,2010,October,10,554
Vermont,50,2010,November,11,502
Vermont,50,2010,December,12,457
Vermont,50,2011,January,1,462
Vermont,50,2011,February,2,432
Vermont,50,2011,March,3,520
Vermont,50,2011,April,4,452
Vermont,50,2011,May,5,523
Vermont,50,2011,June,6,541
Vermont,50,2011,July,7,548
Vermont,50,2011,August,8,582
Vermont,50,2011,September,9,551
Vermont,50,2011,October,10,486
Vermont,50,2011,November,11,526
Vermont,50,2011,December,12,455
Vermont,50,2012,January,1,466
Vermont,50,2012,February,2,457
Vermont,50,2012,March,3,473
Vermont,50,2012,April,4,489
Vermont,50,2012,May,5,582
Vermont,50,2012,June,6,474
Vermont,50,2012,July,7,555
Vermont,50,2012,August,8,560
Vermont,50,2012,September,9,489
Vermont,50,2012,October,10,516
Vermont,50,2012,November,11,445
Vermont,50,2012,December,12,503
Vermont,50,2013,January,1,453
Vermont,50,2013,February,2,438
Vermont,50,2013,March,3,516
Vermont,50,2013,April,4,440
Vermont,50,2013,May,5,548
Vermont,50,2013,June,6,519
Vermont,50,2013,July,7,551
Vermont,50,2013,August,8,536
Vermont,50,2013,September,9,525
Vermont,50,2013,October,10,486
Vermont,50,2013,November,11,482
Vermont,50,2013,December,12,481
Vermont,50,2014,January,1,474
Vermont,50,2014,February,2,463
Vermont,50,2014,March,3,534
Vermont,50,2014,April,4,517
Vermont,50,2014,May,5,546
Vermont,50,2014,June,6,521
Vermont,50,2014,July,7,561
Vermont,50,2014,August,8,565
Vermont,50,2014,September,9,486
Vermont,50,2014,October,10,540
Vermont,50,2014,November,11,455
Vermont,50,2014,December,12,468
Vermont,50,2015,January,1,476
Vermont,50,2015,February,2,440
Vermont,50,2015,March,3,507
Vermont,50,2015,April,4,494
Vermont,50,2015,May,5,483
Vermont,50,2015,June,6,501
Vermont,50,2015,July,7,514
Vermont,50,2015,August,8,528
Vermont,50,2015,September,9,561
Vermont,50,2015,October,10,442
Vermont,50,2015,November,11,450
Vermont,50,2015,December,12,507
Vermont,50,2016,January,1,416
Vermont,50,2016,February,2,454
Vermont,50,2016,March,3,474
Vermont,50,2016,April,4,477
Vermont,50,2016,May,5,503
Vermont,50,2016,June,6,524
